invokerItems,invokerSideHero1,invokerSideHero1Steam,invokerSideHero2,invokerSideHero2Steam,invokerSideHero3,invokerSideHero3Steam,invokerSideHero4,invokerSideHero4Steam,invokerSideRadiant,matchId,otherSideHero1,otherSideHero1Steam,otherSideHero2,otherSideHero2Steam,otherSideHero3,otherSideHero3Steam,otherSideHero4,otherSideHero4Steam,otherSideHero5,otherSideHero5Steam
"[20, 15, 76, 237, 16, 39, 28, 12, 88, 29, 46, 46, 64, 25, 65, 60, 23, 21, 22, 38, 108, 47, 48, 40, 21, 8, 115, 116, 60, 58, 61, 59, 129, 235, 56, 57, 109, 69, 110]",86,121272876,16,189899214,14,115074042,18,36316304,True,3315842615,7,261180940,107,404062960,5,170437745,95,122929824,13,134896330
"[20, 15, 76, 237, 16, 20, 15, 77, 76, 237, 39, 20, 16, 16, 34, 36, 15, 38, 20, 76, 77, 29, 25, 46, 46, 46, 64, 23, 65, 47, 48, 60, 21, 22, 108, 1, 38, 57, 23, 244, 99, 100, 56, 57, 122, 69, 24, 123]",33,127631447,75,126433091,56,101703708,62,383337123,True,3317497422,7,192100513,86,372605753,57,295997406,18,9165900,13,142051087
"[20, 15, 76, 237, 16, 39, 20, 15, 76, 77, 38, 46, 25, 46, 64, 65, 29, 46, 23, 46, 60, 21, 22, 108, 46, 47, 48, 1, 23, 57, 244, 99, 100, 24, 56, 57, 69, 122, 123]",2,338299663,23,326327879,3,38869621,81,123349095,False,3310878290,63,106755427,27,206081925,10,62742554,53,67615717,60,277925878
"[20, 15, 76, 16, 39, 46, 20, 46, 34, 36, 29, 46, 25, 38, 38, 64, 38, 65, 46, 38, 60, 46, 46, 23, 38, 21, 22, 108, 46, 46, 47, 48, 1]",60,144205561,83,146336366,86,78124536,93,123051238,True,3305168477,114,87197791,11,121314518,65,117483894,71,175572888,77,178771086
"[20, 15, 76, 16, 237, 39, 39, 44, 29, 46, 20, 15, 76, 77, 265, 46, 64, 25, 65, 46, 38, 23, 21, 22, 38, 38, 60, 108, 38, 46, 56, 57, 69, 24, 122, 123, 47, 48, 1, 118, 9, 58, 119, 10, 28, 19, 10, 28, 97, 3, 67, 98, 2, 148, 245, 149, 250]",41,132960091,40,84102601,16,322611649,114,241497461,True,3308838531,21,121770523,70,138249763,80,187686755,68,134012506,51,136331982
"[20, 15, 76, 16, 34, 20, 36, 46, 29, 25, 38, 46, 64, 65, 38, 23, 38, 21, 22, 46, 60, 108, 47, 38, 48, 188, 1, 38, 24, 56, 57, 57, 69, 122, 123, 58, 61, 59, 60, 129, 235]",51,175867277,86,400685942,1,107088064,33,297312417,False,3302416031,7,350044493,27,191333788,41,258230417,8,122991377,25,130313020
"[20, 15, 76, 16, 44, 20, 34, 36, 29, 25, 265, 64, 38, 65, 57, 46, 38, 38, 60, 23, 21, 22, 38, 108, 47, 48, 1, 24, 56, 122, 69, 123]",51,168143840,56,312187471,112,111198079,23,114817642,False,3301318321,11,126052385,12,169817688,22,94786276,86,236677177,32,149529851
"[20, 15, 76, 16, 16, 20, 15, 77, 76, 16, 20, 15, 76, 77, 4, 28, 240, 187, 29, 46, 20, 13, 72, 73, 20, 13, 72, 73, 23, 205, 206, 46, 25, 17, 240, 63, 46, 32, 229, 46, 215, 5, 5, 152, 8, 168, 257, 29, 47, 48]",54,298902599,71,113942396,28,61628668,101,174452223,False,3296657080,16,133247728,13,132715191,91,183913662,41,45086239,86,117696347
"[20, 15, 76, 16, 39, 20, 16, 34, 29, 36, 265, 25, 38, 64, 65, 57, 60, 23, 21, 46, 22, 108, 23, 244, 99, 23, 244, 46, 99, 100]",7,89354043,75,86923707,41,109255121,40,14607129,False,3315957443,54,129585121,106,121314518,39,344360262,83,337151780,20,137545857
"[20, 15, 76, 16, 39, 20, 34, 36, 39, 29, 38, 25, 46, 64, 46, 38, 65, 23, 38, 60, 21, 38, 22, 108, 46, 46, 47, 48, 57, 244, 38, 99, 23, 100, 24, 56, 57, 122, 69, 123, 1, 58, 61, 59, 60, 129, 235]",51,113457541,110,106282905,72,117730889,1,112755668,True,3289022165,64,242995799,28,162987466,26,53234079,46,130790530,6,127059047
"[20, 15, 76, 237, 16, 45, 39, 29, 46, 20, 15, 76, 77, 39, 46, 46, 25, 38, 64, 38, 65, 46, 28, 20, 13, 72, 73, 244, 184, 185, 46, 60, 23, 46, 21, 22, 108, 47, 48, 40, 24, 122, 56, 57, 69, 40, 123, 23, 57, 244, 99, 100, 10, 28, 19, 67, 19, 97, 67, 98, 3, 2, 148, 245, 149, 250, 1]",63,157602016,104,86596735,32,233489689,96,91857995,False,3299106525,108,105641970,23,145822880,47,88080745,71,47638495,75,130599630
"[20, 15, 76, 44, 13, 72, 39, 34, 16, 16, 20, 46, 29, 39, 38, 46, 36, 20, 13, 72, 73, 25, 46, 46, 64, 46, 65, 205, 46, 23, 206, 46, 46, 46, 60, 23, 46, 21, 22, 108, 47, 48, 9, 118, 58, 119, 58, 61, 59, 60, 129, 235]",87,252225213,16,97285863,71,230608100,77,142459780,True,3307732708,5,101620200,91,369118218,70,47620235,99,111591915,44,59659716
"[20, 15, 76, 16, 20, 44, 20, 16, 44, 16, 34, 36, 29, 2, 2, 50, 20, 15, 76, 77, 15, 76, 77, 265, 46, 25, 46, 46, 64, 38, 65, 60, 23, 38, 21, 22, 38, 108, 23, 38, 46, 57, 99, 244, 100, 46, 9, 118, 46]",7,205517338,14,111021161,101,78124536,35,330065108,False,3313024762,31,86824794,23,214735983,44,59655984,55,155347318,61,86802844
"[20, 15, 76, 237, 16, 44, 44, 39, 29, 38, 34, 16, 20, 38, 36, 25, 265, 38, 64, 46, 65, 38, 57, 244, 23, 99, 100, 46, 265, 38, 60, 23, 46, 21, 22, 108, 188, 38, 46, 56, 57, 122, 69, 24, 123, 47, 48, 1, 58, 61, 59, 60, 60, 129, 235, 57, 58, 24, 96]",72,104238101,53,161417093,86,90157586,60,74408960,True,3292225275,104,66704789,69,317242457,77,90197754,11,120394418,68,53463892
"[20, 15, 76, 237, 16, 44, 15, 43, 20, 76, 77, 46, 29, 46, 265, 25, 46, 64, 65, 46, 46, 46, 60, 23, 21, 22, 38, 108, 47, 48, 257, 57, 30, 1]",21,202358896,103,87117296,114,247509816,4,159139673,True,3313205004,63,64602220,100,116167676,1,138643928,61,177751532,53,82709828
"[20, 15, 76, 16, 237, 20, 15, 76, 77, 29, 25, 46, 64, 65, 23, 46, 56, 101, 38, 102, 60, 23, 21, 22, 108, 46, 47, 48, 21, 18, 262, 236, 263, 8, 25, 165, 166]",98,131129191,5,56502892,67,90267709,7,101423005,False,3294175003,64,41484403,71,80875,51,86879906,75,35684350,73,19925025
"[45, 45, 20, 15, 76, 20, 15, 77, 76, 16, 16, 39, 29, 28, 46, 25, 46, 12, 46, 88, 64, 20, 14, 74, 74, 75, 65, 212, 57, 23, 244, 99, 100, 23, 46, 21, 22, 60, 108, 47, 48, 56, 57, 69, 24, 122, 123, 40, 61, 59, 60, 129, 58, 235]",15,179159625,88,53504682,107,308416047,8,210945035,False,3311132452,56,388929248,34,183648841,114,113106253,14,115454538,31,191595484
"[20, 15, 76, 237, 16, 44, 20, 15, 76, 77, 29, 25, 38, 46, 46, 64, 65, 46, 46, 57, 23, 46, 57, 244, 99, 100, 46, 60, 23, 21, 22, 108, 38, 47, 38, 48, 9, 118, 58, 119, 58, 61, 59, 60, 129, 235]",54,107482022,92,75220691,16,277925878,20,142622265,True,3295305526,110,98813506,46,97771807,56,146134961,7,90828659,55,96811367
"[20, 15, 76, 16, 237, 20, 15, 77, 76, 16, 237, 29, 46, 25, 64, 65, 38, 60, 46, 23, 21, 22, 108, 46, 47, 48, 1, 46, 58, 61, 59, 60, 129, 235, 8, 240, 168]",70,250306295,88,139342605,30,37959394,55,81363029,True,3303718715,7,112545016,46,114834373,29,316342067,14,105114998,42,140288894
"[20, 15, 76, 16, 39, 20, 15, 76, 77, 39, 38, 29, 265, 25, 46, 64, 65, 60, 23, 21, 22, 46, 108, 46, 46, 47, 48, 38, 1, 24, 56, 57, 122, 69, 123, 39, 61, 59, 60, 129, 58, 235, 58, 24, 57, 96]",1,376452239,14,352346676,114,179694154,5,300363742,False,3301613386,29,47315796,107,137372328,113,408952316,13,134947247,87,300868841
"[20, 15, 76, 16, 39, 29, 25, 265, 38, 20, 34, 46, 36, 64, 38, 65, 38, 60, 23, 38, 21, 22, 46, 108, 47, 48, 56, 57, 69, 122, 24, 123, 24, 57, 58, 96, 257, 56, 57, 69, 56, 57, 109, 69, 110]",18,354634919,27,146105041,7,264666992,75,383559927,False,3304193866,4,134882638,84,245951471,13,133399418,9,173794859,83,111970270
"[20, 15, 76, 16, 237, 16, 16, 39, 39, 20, 46, 29, 38, 15, 76, 77, 25, 38, 64, 38, 65, 46, 60, 38, 23, 21, 22, 46, 108, 46, 47, 48, 9, 1, 118, 58, 119, 21, 8, 115, 116, 47, 220, 61, 59, 60, 129, 58, 235, 38, 56, 57, 109, 69, 110]",18,201657263,75,136829091,88,100050990,16,399660272,False,3289472844,63,102796714,46,122670743,87,362920934,7,419062400,23,111678175
"[20, 15, 76, 16, 46, 39, 39, 29, 38, 44, 25, 38, 64, 38, 65, 38, 46, 60, 23, 21, 22, 38, 108, 46, 47, 38, 48, 38, 1, 24, 56, 57, 69, 122, 123]",52,351180185,88,96183976,4,158941459,72,86788862,False,3317448528,100,129270160,55,202971228,87,120853759,42,104070670,34,115199872
"[20, 15, 76, 16, 39, 20, 34, 29, 16, 25, 36, 64, 65, 23, 21, 22, 60, 108, 46, 56, 46, 24, 57, 69, 122, 123]",99,155129082,112,149889029,14,77105357,16,176161753,False,3292946268,39,144083872,31,388752662,8,56418606,104,113970000,101,79105386
"[20, 15, 76, 237, 16, 39, 34, 64, 25, 65, 38, 29, 20, 16, 60, 23, 36, 21, 22, 108, 8, 240]",101,395074549,6,172081726,14,392761887,16,120844017,True,3313753974,61,57980262,22,65892744,57,112670565,40,337859216,4,336692049
"[20, 15, 76, 16, 34, 20, 36, 29, 265, 46, 25, 64, 65, 46, 46, 60, 23, 21, 46, 22, 108, 47, 48, 1, 24, 56, 57, 69, 122, 123, 9, 118, 58, 119]",5,105500234,93,118582765,97,110230856,60,57260759,False,3306635131,114,163412839,18,172343908,27,123681452,69,126581455,44,30204666
"[20, 15, 76, 16, 16, 39, 20, 15, 76, 77, 38, 29, 25, 46, 20, 34, 36, 46, 46, 64, 46, 65, 46, 43, 60, 23, 21, 22, 46, 108, 46, 47, 48, 118, 9, 58, 119, 24, 56, 57, 69, 122, 123]",99,158214652,71,144319437,93,248388120,4,176656405,False,3316146059,18,293284765,87,134947247,2,149055532,107,146076829,113,171762332
"[20, 15, 76, 16, 237, 20, 15, 77, 76, 16, 237, 39, 29, 34, 25, 39, 265, 64, 65, 46, 46, 38, 60, 23, 21, 22, 38, 108, 1, 37]",23,343259930,36,236597573,9,232344735,44,92717678,True,3324854173,13,284813392,5,361782458,104,102677409,103,126566191,8,164610600
"[20, 15, 76, 16, 237, 39, 29, 43, 46, 46, 25, 46, 46, 64, 65, 38, 46, 46, 46, 60, 23, 46, 21, 46, 22, 108, 46, 188, 46, 1, 46, 47, 48]",5,371156151,114,299993568,77,62451642,32,389032321,True,3306692533,62,163297943,16,126737247,61,230379777,27,101110098,70,202090020
"[20, 15, 76, 16, 39, 46, 38, 20, 34, 265, 38, 44, 36, 29, 38, 25, 64, 38, 65, 28, 20, 13, 72, 73, 244, 46, 184, 185, 57, 38, 46, 47, 48, 23, 244, 99, 100, 60, 23, 21, 22, 108, 61, 59, 60, 129, 58, 235, 8, 56, 57, 69, 57, 69, 109, 110, 21, 115, 116]",84,136722701,99,110124274,18,87169159,26,92894541,True,3313344441,5,120315289,89,82373302,102,133061441,11,188285732,60,345044940
"[20, 15, 76, 16, 237, 39, 44, 20, 16, 34, 36, 25, 38, 46, 64, 65, 46, 20, 13, 72, 46, 73, 184, 244, 28, 38, 46, 185, 29, 46, 47, 48, 60, 23, 21, 22, 108]",68,187758589,88,116876282,44,88826062,38,166639117,True,3295510526,21,32008530,39,101356886,40,99394623,93,126351580,111,55598693
