invokerItems,invokerSideHero1,invokerSideHero1Steam,invokerSideHero2,invokerSideHero2Steam,invokerSideHero3,invokerSideHero3Steam,invokerSideHero4,invokerSideHero4Steam,invokerSideRadiant,matchId,otherSideHero1,otherSideHero1Steam,otherSideHero2,otherSideHero2Steam,otherSideHero3,otherSideHero3Steam,otherSideHero4,otherSideHero4Steam,otherSideHero5,otherSideHero5Steam
"[20, 15, 76, 237, 16, 39, 39, 29, 25, 38, 64, 65, 46, 244, 28, 20, 13, 72, 73, 184, 185, 46, 60, 23, 21, 22, 108, 47, 257, 48, 1]",27,106421740,70,116090695,96,191170691,107,175454180,False,3295022828,14,58161269,93,217752358,64,184954515,108,162886567,113,86923707
"[20, 15, 76, 16, 39, 29, 38, 44, 46, 42, 43, 218, 265, 25, 38, 46, 38, 64, 65, 46, 38, 60, 38, 265, 23, 38, 21, 22, 38, 108, 23, 57, 244, 99, 100, 46, 47, 48, 60, 61, 58, 59, 129, 235, 118, 9, 58, 119, 57, 58, 24, 96, 55, 247]",26,561908,83,356539738,80,131339791,7,190109289,False,3323318012,22,209768575,46,151768161,16,147073046,87,122120799,8,135882907
"[20, 15, 76, 16, 39, 20, 15, 76, 77, 29, 20, 38, 34, 36, 25, 46, 265, 64, 65, 46, 60, 23, 21, 46, 22, 108, 47, 48, 1, 61, 59, 60, 129, 56, 57, 69]",20,51203466,87,121663099,75,90783059,40,274412772,True,3325316906,57,359138550,82,157404842,2,127927851,48,100423215,23,199681929
"[20, 15, 76, 237, 16, 39, 20, 15, 76, 77, 29, 46, 25, 46, 64, 65, 46, 46, 46, 21, 38, 23, 46, 22, 46, 60, 108, 46, 38, 47, 48, 23, 57, 244, 99, 100, 1]",41,170573239,21,86719611,14,83755246,30,27058848,False,3294842687,64,316342067,71,308898458,18,38672293,82,133908405,51,208982575
"[29, 16, 237, 237, 16, 16, 244, 2, 46, 46, 2, 50, 44, 38, 25, 38, 38, 46, 64, 65, 46, 23, 57, 38, 23, 99, 100, 20, 16, 34, 36, 46, 60, 46, 23, 21, 22, 108, 188, 46, 1, 1, 46, 188, 24, 56, 57, 69, 122, 123]",100,86930446,4,312323832,41,89550641,27,314584168,True,3303657282,70,237238721,107,120613892,20,75438820,55,202971228,42,285587928
"[20, 15, 76, 16, 39, 20, 15, 46, 76, 77, 46, 29, 38, 46, 25, 38, 46, 46, 64, 65, 38, 46, 23, 38, 60, 21, 22, 38, 108, 47, 48, 23, 101, 56, 102, 56, 57, 122, 69, 24, 123, 58, 61, 59, 60, 129, 235]",27,203418310,70,90692460,104,110448679,32,193618228,False,3306655569,95,164402050,84,74062208,16,75526665,96,98517412,1,102937604
"[20, 15, 76, 16, 15, 39, 20, 15, 76, 77, 39, 265, 34, 29, 38, 38, 25, 38, 64, 65, 46, 38, 38, 23, 21, 22, 38, 60, 108, 46, 46, 47, 48, 21, 8, 115, 116, 61, 59, 60, 129, 58, 9, 235]",92,76173488,88,124048247,104,29707820,83,86750028,True,3297406804,7,29335624,57,47830018,37,164317440,44,120875601,13,92635626
"[20, 15, 76, 237, 16, 20, 14, 74, 16, 20, 14, 75, 74, 16, 44, 34, 20, 16, 28, 12, 88, 46, 36, 212, 46, 25, 64, 46, 65, 29, 60, 46, 23, 21, 22, 46, 108, 46, 47, 48, 57, 56, 69, 122, 24, 123, 24, 57, 58, 57, 96]",36,114511886,68,117043164,104,198173885,14,121738995,True,3319918427,44,199133215,31,153803011,16,98349447,79,26309263,10,298026845
"[20, 15, 76, 16, 237, 39, 34, 20, 16, 16, 29, 46, 36, 25, 46, 64, 65, 46, 265, 46, 46, 23, 101, 56, 102, 60, 23, 21, 22, 108, 46, 47, 48, 21, 8, 115, 116, 61, 59, 60, 129, 58, 235, 56, 57, 69, 122, 24, 123, 21, 18, 262, 236, 263, 47, 220, 55, 247]",29,41843638,107,95961128,68,281043806,54,196490133,True,3317567364,113,52406002,7,81144490,51,169025618,101,86820376,111,98609497
"[20, 15, 76, 237, 16, 39, 29, 25, 20, 16, 34, 36, 46, 38, 265, 46, 46, 64, 38, 65, 46, 46, 60, 38, 46, 46, 23, 21, 22, 108, 1, 46, 46, 47, 48, 43, 21, 188, 8, 115, 116]",57,134556694,28,310905275,23,384912881,98,359150735,True,3317985167,45,78991827,36,89128606,105,113757012,92,352048269,16,124069953
"[20, 15, 76, 16, 39, 39, 29, 20, 34, 20, 36, 15, 76, 39, 77, 265, 25, 46, 64, 65, 38, 46, 60, 46, 23, 21, 22, 108, 38, 46, 47, 257, 48, 23, 57, 244, 99, 100, 21, 8, 115, 116, 58, 61, 59, 60, 129, 235, 56, 57, 122, 69, 24, 123, 57, 58, 24, 96, 56, 57, 109, 69, 110]",16,174702094,40,103767226,95,203451621,5,184258685,False,3305705364,59,127657459,7,114496338,91,387155200,39,150726729,23,303065422
"[20, 15, 76, 16, 20, 15, 77, 76, 16, 39, 29, 20, 34, 36, 46, 265, 46, 25, 46, 46, 64, 38, 65, 265, 46, 46, 60, 46, 23, 21, 22, 108, 46, 23, 57, 244, 99, 100, 47, 48, 21, 8, 115, 116, 57, 56, 69, 57, 69, 109, 110]",1,385448285,86,39901779,51,86931341,87,123497536,False,3294195639,23,171294476,62,368201126,30,131426407,7,102186517,89,114366636
"[20, 15, 76, 237, 16, 39, 46, 39, 20, 16, 34, 36, 20, 15, 76, 46, 77, 44, 46, 265, 29, 25, 46, 64, 38, 65, 60, 23, 21, 46, 22, 108, 47, 48, 21, 8, 115, 116, 24, 57, 58, 96]",67,211538714,7,259530709,53,91048330,87,167465337,True,3293261759,13,146225412,1,353913062,52,183846147,14,275991464,29,111874309
"[20, 15, 76, 16, 44, 20, 15, 76, 77, 29, 38, 25, 46, 46, 64, 38, 65, 60, 46, 23, 46, 21, 46, 22, 46, 108, 23, 56, 101, 46, 102, 56, 57, 24, 57, 122, 122, 69, 123, 47, 48, 1, 58, 61, 59, 60, 129, 235]",36,355650068,97,133800974,68,314344012,95,92033602,False,3313782732,51,169789222,23,188208999,10,199767594,14,357785765,89,111770596
"[20, 15, 76, 16, 39, 20, 15, 76, 77, 29, 25, 38, 46, 64, 65, 46, 60, 21, 38, 23, 22, 108, 47, 48, 24, 56, 57, 69, 122, 123, 1]",88,113407081,81,225217515,36,292787736,5,124679958,True,3300429780,7,119088215,113,327589043,93,120643968,21,152745806,75,127322914
"[20, 15, 76, 16, 39, 46, 20, 34, 46, 36, 46, 29, 265, 25, 64, 38, 65, 60, 23, 21, 22, 38, 108, 47, 244, 48, 23, 56, 101, 102, 24, 56, 57, 69, 56, 57, 122, 69, 123, 9, 118, 58, 119, 21, 18, 262, 236, 263]",75,275793448,8,148053629,88,102754850,14,86850579,False,3320917978,25,142856220,27,128701865,114,347858882,51,277064146,35,113809358
"[20, 15, 76, 16, 44, 29, 20, 34, 36, 265, 25, 46, 64, 65, 60, 23, 21, 46, 22, 108, 46, 46, 23, 57, 244, 99, 100, 47, 48, 61, 59, 60, 129, 58, 235, 118, 9, 58, 119, 57, 58, 24, 96, 56, 57, 69, 57, 109, 69, 110]",88,113587739,63,135072850,84,24301101,28,51203466,False,3296366555,93,108655806,30,83323328,51,202102634,17,131883945,14,217701014
"[20, 15, 76, 16, 39, 20, 34, 36, 29, 265, 38, 39, 25, 38, 46, 46, 64, 38, 65, 46, 38, 265, 46, 60, 46, 23, 21, 22, 46, 108, 47, 48, 1, 21, 8, 115, 116, 56, 57, 69, 122, 24, 123]",2,243145461,41,172424257,16,137209698,3,122388445,True,3306901477,64,328082247,23,348892157,1,83867257,7,123787524,97,214173170
"[20, 15, 76, 16, 20, 15, 77, 76, 16, 39, 20, 34, 36, 29, 265, 25, 46, 64, 65, 60, 23, 38, 46, 21, 22, 108, 47, 48, 38, 1, 38, 21, 8, 115, 116, 24, 56, 57, 122, 69, 123, 38]",8,112281086,64,130918447,63,388516063,86,347532698,True,3305476071,25,86863907,7,116845537,16,168432851,93,131048535,21,162973647
"[20, 15, 76, 16, 20, 15, 77, 76, 16, 44, 39, 44, 20, 15, 76, 77, 29, 20, 42, 34, 46, 36, 42, 25, 46, 43, 46, 64, 42, 42, 65, 42, 23, 38, 60, 46, 38, 42, 43, 43, 218, 218, 46, 21, 22, 38, 108, 46, 47, 48, 6, 189, 190, 38, 265, 38, 1, 30, 23, 57, 244, 99, 100, 38, 24, 40, 42, 56, 57, 122, 69, 122, 123, 58, 61, 59, 60, 129, 235, 39]",51,98427807,71,2434347,54,111683855,84,279448734,True,3305172970,88,106706457,93,189484414,16,192722283,39,186118592,5,84763847
"[20, 15, 76, 16, 237, 39, 44, 46, 20, 46, 46, 16, 34, 265, 36, 29, 46, 25, 38, 46, 64, 65, 46, 46, 60, 23, 46, 21, 22, 108, 46, 244, 23, 57, 99, 100, 47, 48, 1, 9, 58, 118, 119]",103,59505387,50,129110569,7,112405586,18,165168438,True,3319713772,101,114576813,41,227698822,39,108958769,6,217752358,92,89843503
"[20, 15, 76, 16, 39, 34, 20, 16, 39, 36, 265, 29, 25, 265, 46, 64, 65, 60, 21, 23, 46, 22, 108, 47, 48, 57, 58, 24, 96, 61, 59, 60, 129, 58, 235, 21, 8, 115, 116]",41,87423323,71,38515149,88,124048247,27,100600249,False,3299307506,31,124051398,40,192120253,64,103898829,13,106670947,5,2516374
"[20, 15, 76, 16, 39, 25, 64, 65, 29, 46, 20, 34, 46, 36, 23, 21, 22, 60, 108, 47, 48, 24, 56, 56, 57, 69, 122, 123, 23, 57, 244, 99, 100, 9, 58, 118, 119]",104,303165929,70,118444932,5,178894519,107,406816266,False,3290058756,7,350235739,30,94284029,21,324748462,23,244259864,109,325400919
"[20, 15, 76, 16, 237, 39, 29, 34, 38, 25, 38, 46, 38, 64, 38, 65, 20, 16, 265, 38, 46, 36, 23, 38, 60, 21, 46, 22, 38, 46, 108, 47, 48, 23, 56, 101, 102, 21, 39, 8, 115, 116, 38, 38, 57, 58, 24, 96]",14,333765799,51,127658378,88,65976924,8,114314005,False,3308933127,110,35743523,36,133558180,106,46757253,7,117483894,75,295697470
"[20, 15, 76, 237, 16, 237, 16, 2, 2, 38, 29, 46, 50, 20, 16, 34, 36, 265, 20, 12, 91, 92, 46, 23, 46, 57, 244, 99, 46, 100, 46, 60, 23, 46, 21, 22, 108, 46]",93,399729747,14,50741812,2,346823120,86,81363836,True,3291828258,84,114302376,106,221869354,71,215214770,37,100783141,10,125906557
"[20, 15, 76, 16, 39, 46, 46, 29, 34, 46, 46, 25, 64, 38, 38, 65, 46, 60, 23, 46, 21, 22, 108, 46, 47, 48, 38, 24, 122, 56, 57, 69, 123, 257, 1, 58, 61, 59, 60, 129, 235, 118, 9, 58, 119]",64,86759987,8,99983413,51,292677016,7,98064021,True,3318599717,38,94374420,25,106204137,95,375504152,86,176623352,23,113874152
"[20, 15, 76, 16, 39, 34, 20, 29, 38, 36, 265, 46, 38, 25, 64, 38, 65, 38, 60, 23, 38, 21, 22, 38, 46, 108, 56, 57, 69, 38, 24, 122, 38, 123, 47, 48, 61, 59, 60, 129, 58, 235, 9]",27,125758635,36,316894986,41,103983996,86,105595726,False,3301412916,104,121790715,5,102573680,11,116850318,103,116178669,8,92897724
"[20, 15, 76, 237, 16, 39, 29, 38, 28, 12, 88, 38, 25, 38, 39, 38, 64, 65, 46, 46, 46, 23, 21, 22, 46, 60, 108, 47, 48, 1, 24, 56, 57, 122, 69, 123, 118, 9, 58, 119]",87,90115454,21,93480569,55,69506752,18,28634197,False,3297382472,92,134526211,15,55069294,57,26507077,88,56700331,46,182961345
"[20, 15, 76, 237, 16, 39, 20, 15, 76, 77, 38, 265, 29, 25, 46, 64, 38, 38, 65, 23, 38, 46, 60, 21, 22, 108, 46, 46, 47, 48, 57, 56, 69, 122, 24, 123, 61, 59, 60, 129, 58, 235, 56, 57, 109, 69, 110]",71,89240769,64,177575967,70,118661272,29,145486088,True,3301429321,34,504306133,85,125850981,16,26965808,93,127909515,36,169927020
"[20, 15, 76, 237, 16, 39, 46, 20, 15, 76, 77, 43, 29, 38, 46, 25, 64, 65, 28, 20, 13, 72, 244, 184, 73, 185, 38, 46, 38, 47, 48, 23, 21, 22, 60, 108, 23, 57, 244, 99, 100, 56, 24, 57, 122]",22,232827295,112,119667410,31,67166425,70,233548315,False,3303632981,23,161453275,14,132819501,18,118849854,98,127552597,113,150810565
"[20, 15, 76, 16, 44, 29, 20, 34, 36, 25, 64, 65, 265, 60, 46, 46, 23, 21, 22, 108, 46, 1, 47, 48, 23, 57, 244, 99, 100, 61, 59, 60, 129, 58, 235]",100,131645849,22,113587739,56,80102263,41,135072850,False,3300929649,3,116663724,1,117491869,17,99643528,14,101237582,2,99762784
"[20, 15, 76, 16, 237, 39, 38, 20, 15, 76, 77, 29, 38, 46, 25, 46, 46, 265, 64, 38, 65, 60, 23, 21, 22, 108, 46, 47, 48, 1, 61, 59, 60, 129, 58, 235]",5,247640573,16,106897271,42,124244239,21,320518246,True,3293106293,108,124594064,40,73073488,14,98129651,10,164910403,13,121501672
"[20, 15, 76, 237, 16, 20, 15, 77, 76, 237, 16, 39, 29, 46, 25, 38, 64, 65, 23, 57, 244, 99, 100, 46, 46, 60, 23, 21, 22, 46, 108, 46, 46, 47, 48, 24, 122, 56, 57, 69, 123, 55, 247, 55, 247, 55, 247]",51,116786323,93,123752954,13,197890364,86,116789407,True,3311308919,65,211744890,7,137383866,39,167007774,75,155013684,81,300669763
"[20, 15, 76, 16, 39, 46, 20, 15, 76, 77, 46, 29, 46, 240, 25, 46, 46, 64, 65, 46, 60, 23, 21, 22, 38, 108, 47, 38, 48, 257, 1, 58, 61, 59, 61, 59, 60, 129, 235]",10,22251538,37,384763488,21,104240174,16,58173020,False,3310629017,55,258754565,5,180139915,87,391460145,47,133584124,8,250306295
"[20, 15, 76, 237, 16, 39, 20, 15, 76, 77, 39, 38, 46, 25, 64, 65, 29, 46, 23, 21, 22, 46, 60, 108, 46, 46, 47, 48, 38, 57, 56, 122, 69, 24, 123, 1, 61, 59, 60, 129, 58, 235]",36,108074964,101,49084265,18,94083382,21,31584287,True,3290280113,34,92949094,71,90197754,54,117496630,3,249455896,88,55529157
"[20, 15, 76, 237, 16, 39, 20, 15, 76, 77, 29, 38, 25, 46, 64, 46, 65, 60, 46, 23, 21, 22, 38, 108, 47, 48, 23, 57, 244, 99, 38, 100, 24, 56, 57, 69, 122, 123]",8,317814449,104,86353905,60,328082247,20,122929824,True,3291156664,99,110453383,64,387989911,90,52798884,98,91064780,76,71667881
"[20, 15, 76, 16, 39, 29, 20, 34, 36, 46, 38, 44, 25, 46, 38, 64, 38, 65, 46, 28, 20, 13, 72, 73, 28, 244, 184, 46, 185, 46, 38, 60, 23, 21, 22, 46, 108, 46, 47, 48, 23, 57, 244, 99, 100, 21, 8, 115, 116, 1, 57, 58, 24, 96]",56,317658629,14,202508980,7,43619695,40,281585332,True,3318296785,100,295697470,63,53178236,75,194016102,41,175350492,39,181522128
"[20, 15, 76, 16, 39, 20, 15, 76, 77, 29, 25, 64, 46, 65, 20, 34, 36, 46, 60, 23, 21, 22, 108, 47, 48, 57, 56, 122, 69, 24, 123, 1]",14,347855562,30,175528673,48,86817509,57,339042793,True,3320590560,28,398031639,76,294286201,44,157222290,8,306683722,69,179008743
"[20, 15, 76, 16, 44, 20, 15, 76, 77, 29, 20, 34, 265, 36, 46, 25, 64, 65, 60, 23, 21, 22, 108, 47, 48, 1, 58, 61, 59, 60, 129, 235, 118, 9, 58, 119]",7,99536198,67,125714325,86,194524065,62,53438892,False,3299422439,97,87020808,27,89067171,34,95863936,32,398169440,77,125318453
"[20, 15, 76, 16, 237, 39, 29, 39, 46, 15, 20, 16, 16, 34, 36, 25, 46, 46, 2, 46, 50, 38, 64, 65, 38, 46, 60, 46, 46, 23, 21, 22, 108, 46, 46, 1, 46, 216, 46, 188, 21, 8, 46, 115, 46, 116, 30, 43, 43, 46, 29, 47, 48, 216, 57, 38, 58, 24, 96]",65,136447111,81,366137776,114,115651292,110,78642665,True,3311562995,39,196012404,51,103983996,14,400157777,88,92897724,54,42989814
"[20, 15, 76, 16, 44, 29, 20, 34, 38, 36, 25, 38, 38, 64, 38, 65, 60, 23, 46, 21, 22, 46, 38, 108, 47, 48, 244, 23, 57, 99, 100]",104,257165628,4,130566091,32,189959905,75,215625231,False,3319263496,64,126366088,88,166868559,38,301538418,1,204621166,46,101361352
"[20, 15, 76, 20, 15, 16, 77, 76, 16, 39, 20, 34, 39, 36, 29, 265, 25, 64, 38, 65, 60, 46, 21, 23, 22, 46, 108, 47, 48, 1, 24, 56, 57, 122, 69, 122, 123, 58, 61, 59, 60, 129, 235]",5,196751998,8,188885485,33,191502366,88,132059924,False,3297857814,56,121725851,23,83645270,83,118048927,41,229109779,25,113515613
"[20, 15, 76, 237, 16, 39, 29, 34, 46, 38, 20, 16, 265, 46, 36, 25, 64, 38, 65, 46, 38, 60, 23, 21, 22, 108, 47, 48, 38, 56, 57, 69, 122, 24, 123]",13,196298512,84,80915687,14,253696271,95,192135926,True,3310547255,64,177186397,36,32778327,91,78719313,59,113640488,23,198538494
"[16, 16, 20, 15, 76, 20, 15, 77, 76, 20, 15, 76, 77, 46, 29, 265, 25, 64, 46, 65, 23, 60, 46, 21, 46, 22, 108, 46, 46, 46, 47, 48, 24, 56, 57, 69, 122, 123, 9, 55, 4, 111, 112, 60]",71,342912362,97,95779657,95,145420178,3,348227811,False,3304042828,17,294582278,6,123006338,86,213250243,63,66051364,83,84345944
"[20, 15, 76, 16, 39, 20, 34, 34, 38, 36, 16, 46, 265, 29, 25, 64, 38, 65, 60, 21, 23, 22, 108, 46, 47, 38, 48, 24, 56, 57, 69, 122, 38, 123, 1, 60, 61, 59, 129]",6,96145676,21,102004185,27,419062400,86,149014756,True,3321377181,49,165520211,40,141162261,101,142151268,71,207939521,8,186946175
"[20, 15, 76, 16, 39, 46, 29, 46, 20, 15, 15, 76, 77, 265, 25, 46, 64, 20, 16, 34, 36, 65, 46, 60, 23, 21, 22, 108, 46, 46, 47, 48, 9, 118, 58, 119, 24, 56, 57, 69, 122, 123]",14,122409890,15,76680522,98,152168157,87,93851472,True,3302543783,7,91421597,114,78898894,82,124179955,101,317242457,70,342188063
"[20, 15, 76, 16, 39, 29, 20, 34, 265, 36, 25, 38, 64, 65, 244, 38, 46, 28, 20, 13, 72, 73, 184, 38, 185, 23, 21, 22, 60, 108, 47, 48, 1, 38, 24, 56, 57, 122, 69, 123, 118, 9, 58, 119, 38, 58, 61, 59, 60, 129, 235]",97,55820994,64,71362950,14,27070977,63,398214079,True,3288904126,86,105537491,88,106123180,46,89089384,40,89380316,71,370574403
"[20, 15, 76, 16, 39, 20, 15, 76, 77, 29, 265, 46, 20, 34, 36, 42, 25, 64, 65, 60, 23, 21, 22, 108, 46, 47, 48, 56, 57, 69, 122, 24, 123, 1]",87,207382065,108,78719313,110,82369296,41,224170843,False,3321000393,25,336881211,97,103812784,86,276422144,1,266372188,92,350297336
"[20, 15, 76, 16, 20, 34, 36, 29, 46, 265, 25, 64, 65, 38, 46, 60, 38, 23, 21, 22, 46, 108, 47, 48, 57, 23, 244, 99, 100, 40, 1, 40, 24, 56, 57, 122, 69, 123, 9, 118, 58, 119]",33,188807329,59,168926023,91,143640511,26,112531417,True,3301429766,113,130313020,13,176623352,7,349719643,62,193965412,37,356357635
"[20, 15, 76, 16, 39, 29, 20, 34, 38, 36, 265, 38, 25, 64, 65, 265, 46, 38, 23, 57, 244, 99, 100, 46, 38, 60, 23, 21, 22, 108, 46, 265, 47, 38, 48, 1, 21, 8, 115, 116]",71,151575011,5,118354746,1,368854576,57,90878145,True,3297219091,55,130563194,13,61215721,100,17543688,95,319873715,37,86716949
"[20, 15, 76, 16, 20, 15, 77, 76, 16, 237, 237, 39, 28, 12, 88, 29, 25, 64, 65, 46, 38, 38, 60, 46, 38, 23, 21, 46, 22, 108, 47, 48, 1, 24, 56, 57, 69, 122, 123, 60, 61, 59, 129, 58, 235, 39, 56, 57, 69, 109, 110]",41,86765987,31,120853759,49,116287390,5,88379189,True,3290509868,93,210945035,20,113828054,66,71078710,22,406711102,14,116386493
"[20, 15, 76, 16, 16, 20, 15, 77, 76, 16, 20, 15, 76, 77, 46, 29, 265, 46, 25, 38, 64, 38, 65, 23, 46, 38, 60, 46, 21, 22, 108, 46, 38, 47, 38, 48, 38, 1, 244, 56, 57, 122, 69, 24, 123, 60, 58, 61, 59, 129, 235, 8, 240, 168]",93,104512126,88,144359718,23,120901780,68,77581590,False,3308835375,99,103126502,84,285528720,35,86940305,2,87932136,91,48782900
"[20, 15, 76, 16, 20, 15, 77, 76, 16, 39, 29, 46, 44, 38, 25, 64, 46, 65, 38, 46, 46, 60, 23, 21, 46, 22, 108, 244, 46, 46, 30, 46, 23, 57, 99, 100, 46, 38]",55,102063765,50,373535457,8,99983413,27,116027855,False,3311194697,6,324326356,69,180600613,30,171375415,62,121679336,61,126226518
"[20, 15, 76, 237, 16, 46, 38, 25, 46, 64, 65, 46, 29, 60, 46, 21, 46, 23, 22, 108, 46, 47, 48, 1, 56, 24, 56, 57, 122, 69, 123, 38, 216, 39, 22, 18, 169, 21, 17, 161, 170, 162, 154]",14,117409552,23,127798420,88,89450294,15,96100372,True,3323761231,60,74062208,16,90895164,18,94466572,62,181009174,71,330683405
"[20, 15, 76, 20, 15, 77, 76, 16, 16, 16, 237, 237, 39, 20, 15, 76, 77, 29, 38, 25, 64, 65, 46, 46, 23, 21, 22, 60, 108, 46, 47, 48, 21, 8, 115, 116, 118, 58, 9, 119, 61, 59, 60, 129, 58, 235]",16,225901083,75,90790773,100,127698203,48,196628643,False,3305820767,81,86788706,87,134807098,60,64014289,7,100747099,11,118327719
"[20, 15, 76, 16, 39, 20, 15, 76, 77, 38, 20, 34, 38, 36, 29, 38, 39, 2, 2, 38, 50, 25, 38, 64, 65, 38, 38, 60, 21, 38, 46, 23, 22, 38, 108, 23, 56, 46, 46, 101, 102, 46, 46, 46, 21, 8, 115, 116, 46, 57, 58, 24, 96]",16,98307654,59,188695122,63,86937860,111,97042077,True,3294483041,44,114511886,51,182430315,75,3181602,17,146504296,86,122609663
"[20, 15, 76, 16, 44, 20, 46, 15, 76, 77, 46, 29, 20, 34, 36, 265, 25, 46, 46, 64, 65, 60, 23, 21, 46, 21, 22, 46, 108, 23, 57, 244, 99, 100, 47, 48, 24, 56, 57, 122, 21, 69, 123, 58, 61, 59, 60, 129, 235]",60,86744322,7,205517338,5,116424494,70,107602925,False,3289100910,85,135748746,63,115750060,62,119508103,90,350040077,39,101442981
"[20, 15, 76, 16, 20, 15, 77, 76, 16, 39, 28, 12, 88, 29, 46, 64, 25, 65, 23, 21, 22, 60, 108, 46, 46, 47, 48, 57, 56, 69, 122, 24, 123, 21, 8, 115, 116, 58, 61, 59, 60, 129, 235, 57]",62,193965412,53,120686253,68,100545454,77,204073584,True,3293917838,104,121708985,69,140666974,26,349201046,13,122255316,95,143309160
"[20, 15, 76, 16, 39, 29, 46, 25, 46, 64, 65, 46, 265, 38, 244, 60, 46, 23, 21, 22, 46, 108, 38, 46, 46, 47, 38, 48, 1, 23, 57, 99, 99, 100, 118, 9, 58, 119, 38, 23, 20, 15, 76, 103, 77, 104, 201, 202, 203, 204]",86,112531417,40,138885864,31,99155133,102,91048330,False,3323892384,76,186419935,41,188532839,33,101240880,90,316702378,9,127077041
"[20, 15, 76, 16, 39, 29, 20, 38, 34, 38, 36, 265, 25, 38, 64, 65, 60, 23, 21, 46, 22, 108, 46, 47, 244, 48, 23, 99, 57, 100, 1, 21, 8, 115, 116, 58, 61, 59, 60, 129, 235, 24, 56, 57, 122, 69, 123, 47, 220, 55, 247, 56, 57, 109, 69, 110]",41,165677968,7,138165886,51,144218861,86,133714050,True,3322860234,76,100604141,45,255779629,31,106800675,23,152479682,8,125977936
"[20, 15, 76, 16, 16, 39, 20, 34, 34, 36, 20, 15, 46, 76, 38, 265, 77, 29, 25, 38, 64, 38, 65, 60, 46, 23, 46, 46, 21, 22, 38, 108, 46, 47, 48, 1, 21, 8, 115, 116, 9, 118, 58, 119, 61, 59, 60, 129, 58, 235, 47, 220, 38, 58, 24, 57, 96]",59,91852305,7,143674425,107,153265880,50,19925464,True,3316118245,93,136480587,16,202392172,5,121317048,76,129575149,14,187630031
"[20, 15, 76, 16, 16, 237, 237, 39, 20, 16, 34, 36, 29, 25, 46, 64, 65, 60, 23, 46, 21, 22, 46, 108, 47, 48, 244, 23, 57, 99, 100, 1, 21, 8, 115, 116, 56, 57, 69, 56, 57, 69, 109, 110]",7,419253426,63,302090439,114,426941587,71,257796016,True,3307754221,8,428309725,82,184179555,14,181859978,95,85399946,29,236551063
"[20, 15, 76, 16, 39, 29, 265, 25, 64, 46, 65, 60, 23, 21, 46, 22, 108, 47, 38, 48, 56, 57, 69, 59, 9, 226, 1, 21, 8, 115, 115, 116]",97,87020808,18,193660715,5,162768671,14,113770969,True,3319411496,70,108001877,40,134271628,67,157048958,34,175657779,79,137789215
"[20, 15, 76, 16, 39, 46, 34, 20, 29, 36, 25, 64, 38, 65, 60, 21, 23, 46, 22, 108, 47, 48, 1, 9]",105,148603884,40,127657459,64,87332436,97,124524140,False,3310490470,46,99155133,92,346477665,83,254401749,4,86759987,16,113540644
"[20, 15, 76, 237, 16, 39, 46, 29, 265, 20, 15, 76, 77, 38, 46, 25, 64, 65, 60, 46, 23, 46, 21, 22, 108, 46, 1, 38, 24, 56, 57, 69, 122, 123, 47, 48, 257, 61, 59, 60, 129, 58, 235]",107,122140670,79,168785654,63,117001234,87,348725056,True,3313488744,69,168143840,54,103651950,31,123773585,16,124801257,28,17500220
"[20, 15, 76, 16, 46, 39, 20, 15, 76, 77, 265, 46, 39, 29, 25, 46, 46, 265, 46, 64, 65, 56, 31, 27, 131, 46, 46, 47, 48, 60, 23, 21, 22, 108, 21, 8, 115, 116, 24, 56, 57, 69, 122, 123]",77,266372188,88,3962943,60,121063108,84,147722330,False,3310564206,27,108717027,19,332410979,93,206050627,16,176240473,13,124214993
"[20, 15, 76, 16, 39, 20, 15, 76, 77, 29, 25, 46, 42, 64, 65, 46, 20, 16, 34, 36, 60, 23, 21, 22, 108, 46]",62,131769038,70,213931394,40,135407980,71,125309957,False,3289879406,53,118503077,41,229460066,37,385020158,80,312572304,59,213608247
"[20, 15, 76, 16, 20, 15, 77, 76, 16, 39, 46, 34, 29, 46, 20, 46, 36, 25, 38, 64, 65, 38, 60, 23, 38, 21, 22, 108, 57, 46, 23, 99, 244, 100, 46, 47, 48, 1, 21, 8, 115, 116, 57, 58, 24, 96, 58, 61, 59, 60, 129, 235, 56, 57, 69, 56, 57, 109, 69, 110, 47, 220]",54,21853297,33,134995102,14,101863047,100,18221109,True,3290223482,89,100708765,39,138857296,64,119554605,28,109636778,30,100481695
"[20, 15, 76, 16, 237, 39, 20, 15, 76, 77, 265, 38, 29, 25, 46, 43, 64, 65, 57, 38, 46, 23, 244, 99, 100, 46, 46, 60, 23, 21, 22, 108, 47, 48, 9, 58, 118, 119]",16,49847484,27,108240494,63,82203429,90,31757334,True,3314578325,14,316465074,6,83823107,112,113835565,25,107269778,57,112101508
"[20, 15, 76, 16, 20, 15, 77, 76, 16, 39, 29, 25, 38, 64, 65, 38, 23, 21, 22, 60, 108, 47, 48, 24, 57, 122, 56, 69, 123, 1, 58, 61, 59, 60, 129, 235]",5,116027855,72,99983413,65,134995102,113,193884241,False,3301028758,31,227209469,86,321229987,104,177539178,63,42565971,73,101071216
